gene	mid	chrom	start	end
XPNPEP1	1792027060.5	10	111624522	111683313
RP11-451M19.3	1792082632.5	10	111705328	111713651
ADD3	1792203987.5	10	111767718	111893971
MXI1	1792380386	10	111967361	112047125
SMNDC1	1792430741.5	10	112050486	112064711
DUSP5	1792637592	10	112257594	112271304
SMC3	1792719064.5	10	112327447	112364396
RBM20	1792874834	10	112404153	112599229
PDCD4	1793018807.5	10	112631563	112659766
SHOC2	1793099508	10	112679303	112773427
RP11-381K7.1	1793483922	10	113109695	113111863
GPAM	1794299715.5	10	113909622	113943523
TECTB	1794427286	10	114043491	114064795
ACSL5	1794535189.5	10	114135954	114188139
ZDHHC6	1794571508	10	114190056	114206674
VTI1A	1794765902.5	10	114207014	114578505
TCF7L2	1795191866	10	114710007	114927439
HABP2	1795704214.5	10	115312783	115349360
NRAP	1795759382	10	115348590	115423888
CASP7	1795838187	10	115439424	115490664
PLEKHS1	1795899845	10	115511211	115542193
DCLRE1A	1795977316.5	10	115594486	115613861
NHLRC2	1796018829.5	10	115614418	115676955
C10orf118	1796280443	10	115880619	115933981
TDRD1	1796338689	10	115939027	115992065
VWA2	1796397527.5	10	115999016	116049753
AFAP1L2	1796482556.5	10	116054581	116164246
ABLIM1	1796690786	10	116190870	116444416
FAM160B1	1796976130.5	10	116581501	116624474
TRUB1	1797090834	10	116697950	116737432
RP11-383C6.2	1797128527	10	116754414	116756354
ATRNL1	1797654086.5	10	116853382	117708505
GFRA1	1798301270	10	117823273	118032981
CCDC172	1798484883.5	10	118083938	118139543
PNLIPRP3	1798585567	10	118187377	118237471
PNLIP	1798689548	10	118305441	118327369
PNLIPRP1	1798732726.5	10	118350479	118368688
PNLIPRP2	1798765702.5	10	118380463	118404656
C10orf82	1798799487	10	118423205	118429483
HSPA12A	1798839537	10	118430701	118502087
RP11-539I5.1	1798974005	10	118592510	118609214
ENO4	1798998673.5	10	118609021	118642040
KIAA1598	1799077841	10	118644306	118765090
VAX1	1799268327	10	118892799	118897569
RP11-501J20.2	1799296511.5	10	118918165	118928572
KCNK18	1799336548	10	118956998	118969812
SLC18A2	1799392915.5	10	119000602	119038943
PDZD8	1799460632	10	119039998	119134980
CTA-109P11.4	1799590460.5	10	119184703	119249932
EMX2	1799678648.5	10	119301953	119309058
CTA-109P11.1	1799699924.5	10	119321593	119331970
RP11-355F22.1	1799960864.5	10	119585412	119590031
RAB11FIP2	1800158413.5	10	119764425	119806116
CASC2	1800261142	10	119806333	119969665
RP11-245J24.1	1800387336	10	120001162	120027224
FAM204A	1800456759.5	10	120065399	120101834
PRLHR	1800727181	10	120352914	120355162
CACUL1	1800850772.5	10	120440499	120514760
EIF3A	1801190479	10	120794354	120840318
FAM45A	1801253311	10	120863627	120896709
SFXN4	1801285945	10	120900423	120925181
PRDX3	1801305926.5	10	120927220	120938347
GRK5	1801464259	10	120967099	121215133
RGS10	1801653971.5	10	121259435	121302222
TIAL1	1801718246	10	121334197	121356009
BAG3	1801797249.5	10	121410880	121437333
INPP5F	1801910273.5	10	121485607	121588654
MCMBP	1801983762	10	121588970	121632268
SEC23IP	1802050083.5	10	121652221	121701660
PPAPDC1A	1802656059.5	10	122216464	122349369
WDR11-AS1	1802939165.5	10	122521322	122610723
WDR11	1803013004.5	10	122610685	122669038
RP11-95I16.2	1803085779	10	122685057	122740215
FGFR2	1803671787	10	123239369	123357919
ATE1	1803966888	10	123499937	123687553
NSMCE4A	1804098810.5	10	123716601	123734734
TACC2	1804254526	10	123748707	124014059
BTBD16	1804437392	10	124030819	124097679
PLEKHA1	1804536182.5	10	124134210	124191869
ARMS2	1804588661.5	10	124214167	124216870
HTRA1	1804620875.5	10	124221039	124274426
DMBT1	1804734859.5	10	124320179	124403254
C10orf120	1804831424.5	10	124457223	124459340
DMBT1P1	1804909828.5	10	124516208	124557163
CUZD1	1804974130	10	124591663	124610311
FAM24B	1804996997	10	124608592	124639116
RP11-564D11.3	1805025860	10	124647947	124657487
FAM24A	1805044565	10	124670215	124672629
C10orf88	1805075614.5	10	124691022	124713921
PSTK	1805117874	10	124739554	124749908
IKZF5	1805132470.5	10	124750320	124768335
ACADSB	1805166322.5	10	124768530	124817829
HMX3	1805269510.5	10	124895476	124897259
HMX2	1805282056	10	124907636	124910190
BUB3	1805292482.5	10	124913791	124924888
RP11-282I1.1	1805569738	10	125115964	125277226
GPR26	1805813140	10	125425869	125454125
CPXM2	1805951384	10	125505150	125651332
CHST15	1806182720	10	125767182	125851972
OAT	1806469833.5	10	126085874	126107507
LHPP	1806599700	10	126150402	126302712
FAM53B	1806743383	10	126307859	126432621
METTL10	1806837624	10	126448521	126480441
FAM175B	1806880939.5	10	126490352	126525241
ZRANB1	1807026868	10	126630690	126676760
CTBP2	1807135894.5	10	126676419	126849084
TEX36	1807731131	10	127344261	127371715
RP11-383C5.3	1807758362.5	10	127371810	127398629
RP11-383C5.4	1807774140	10	127393857	127408137
EDRF1	1807803325.5	10	127408143	127452222
MMP21	1807832849	10	127455020	127464392
UROS	1807867614.5	10	127477145	127511798
BCCIP	1807900332.5	10	127512113	127542266
DHX32	1807920539.5	10	127524907	127569886
FANK1	1808014776.5	10	127585106	127698161
ADAM12	1808262130	10	127700948	128077026
C10orf90	1808609471.5	10	128113576	128359081
DOCK1	1809295522.5	10	128593976	129250783
FAM196A	1809337201	10	128933692	128994424
NPS	1809722417	10	129347611	129350937
FOXI2	1809910617.5	10	129535497	129539452
CLRN3	1810056801	10	129676103	129691213
PTPRE	1810167865	10	129705323	129884121
MKI67	1810282929	10	129894921	129924651
RP11-264E18.1	1810489655	10	130114544	130118480
MGMT	1811789002.5	10	131265446	131566273
RP11-109A6.3	1811940546.5	10	131567106	131567701
EBF3	1812070969	10	131633545	131762107
LINC00959	1812260002.5	10	131864636	131909083
GLRX3	1812329794.5	10	131934661	131978642
TCERG1L	1813373462	10	132890652	133109986
AL450307.1	1813986777.5	10	133604732	133622537
PPP2R2D	1814134919	10	133753531	133770021
BNIP3	1814161649.5	10	133781576	133795437
JAKMIP3	1814331387	10	133918173	133998315
DPYSL4	1814382985	10	134000402	134019282
STK32C	1814456304	10	134020994	134145328
LRRC27	1814542706	10	134145702	134193424
PWWP2B	1814594162.5	10	134210670	134231369
C10orf91	1814633945.5	10	134258691	134262914
INPP5A	1814847294.5	10	134351322	134596981
NKX6-2	1814972069.5	10	134598295	134599558
TTC40	1815062135.5	10	134621894	134756091
LINC01166	1815141275	10	134757469	134778795
LINC01168	1815157591	10	134779036	134789860
GPR123	1815287949	10	134884431	134945181
GPR123-AS1	1815272617.5	10	134898746	134900203
KNDC1	1815380076.5	10	134973949	135039918
UTF1	1815417563	10	135043776	135045064
VENTX	1815426313.5	10	135050906	135055435
MIR202HG	1815433831.5	10	135059980	135061397
ADAM8	1815456282.5	10	135075905	135090374
TUBGCP2	1815478002	10	135093231	135116487
ZNF511	1815497463.5	10	135121977	135126664
CALY	1815517812	10	135138925	135150413
PRAP1	1815536561.5	10	135160648	135166189
FUOM	1815543305	10	135168793	135171531
ECHS1	1815554731.5	10	135175982	135187195
PAOX	1815572111	10	135192736	135205200
RP11-108K14.8	1815592311.5	10	135204336	135234001
CYP2E1	1815716411	10	135333908	135352628
SYCE1	1815746886	10	135368346	135379140
SPRN	1815681686.5	10	135234169	135382918
FRG2B	1815812594	10	135438601	135440301
LINC01001	1816036975.5	11	127113	131058
SCGB1C1	1816101716.5	11	193078	194575
ODF3	1816106388	11	196736	200260
BET1L	1816113067	11	202924	207430
RIC8A	1816119711.5	11	208528	215115
SIRT3	1816133834.5	11	215456	236433
PSMD13	1816152869	11	236975	252983
NLRP6	1816189827	11	278568	285306
ATHL1	1816200512.5	11	289136	296109
IFITM5	1816206753	11	298198	299528
IFITM1	1816222452.5	11	313851	315274
IFITM3	1816228249.5	11	319667	321052
B4GALNT4	1816283850	11	369802	382118
PKP3	1816307452.5	11	394215	404910
SIGIRR	1816318236	11	405714	414978
ANO9	1816338027	11	418261	442013
PTDSS2	1816378723.5	11	450278	491389
RNH1	1816406931	11	494510	503572
HRAS	1816441786.5	11	532241	535552
LRRC56	1816454111.5	11	537525	554918
C11orf35	1816465711.5	11	554862	560781
RASSF7	1816470425	11	561050	564020
PHRF1	1816502132.5	11	576519	611966
IRF7	1816522031.5	11	612553	615730
CDHR5	1816529217.5	11	616575	626080
SCT	1816534677	11	626429	627145
DRD4	1816546889.5	11	637291	640708
DEAF1	1816577772.5	11	644231	695534
TMEM80	1816607761.5	11	695614	704129
EPS8L2	1816624810.5	11	706115	727726
TALDO1	1816664066.5	11	747327	765026
PDDC1	1816680244.5	11	767223	777486
CEND1	1816696503.5	11	787102	790125
SLC25A22	1816701308	11	790473	796363
PIDD	1816710104.5	11	799182	805247
RPLP2	1816719151	11	809645	812877
PNPLA2	1816730127.5	11	818900	825575
EFCAB4A	1816737678	11	827583	831993
CD151	1816743726	11	832841	838831
POLR2L	1816749023	11	839719	842547
TSPAN4	1816763671	11	844444	867118
CHID1	1816794281.5	11	867858	904925
AP2A2	1816876950	11	925879	1012241
MUC6	1816932653.5	11	1012819	1036708
MUC2	1816997537	11	1074873	1104421
MUC5AC	1817064883.5	11	1151625	1162362
MUC5B	1817171739	11	1244294	1283404
TOLLIP	1817221116.5	11	1295599	1330854
BRSK2	1817355412	11	1411127	1483917
MOB2	1817407474	11	1491190	1507978
DUSP8	1817492102	11	1575272	1593152
KRTAP5-1	1817513932.5	11	1605570	1606515
KRTAP5-4	1817550668	11	1642186	1643370
AP006285.6	1817617796.5	11	1709525	1710288
IFITM10	1817670620.5	11	1753638	1771823
CTSD	1817687492	11	1773980	1785224
AC068580.7	1817706779	11	1798158	1799620
SYT8	1817765102.5	11	1855672	1858753
TNNI2	1817769699.5	11	1860709	1862910
LSP1	1829640827.5	11	1874198	25591677
C11orf89	1817819119.5	11	1910373	1912086
TNNT3	1817858254	11	1940790	1959938
MRPL23	1817884178	11	1968506	1984070
MRPL23-AS1	1817915698.5	11	2004465	2011152
AC051649.6	1817921402.5	11	2012324	2014701
IGF2	1818065989	11	2153728	2162470
INS-IGF2	1818083037.5	11	2167854	2182441
TH	1818096987	11	2185157	2193037
ASCL2	1818198843.5	11	2289723	2292184
TSPAN32	1818239197.5	11	2323241	2339374
CD81-AS1	1818282490.5	11	2349977	2399224
CD81	1818316476.5	11	2398522	2418651
TSSC4	1818331326	11	2421764	2425108
TRPM5	1818342900	11	2425743	2444277
KCNQ1	1818576170	11	2466219	2870341
KCNQ1DN	1818800189	11	2891261	2893337
CDKN1C	1818813667	11	2904441	2907113
SLC22A18	1818842953	11	2923648	2946478
SLC22A18AS	1818824880	11	2909008	2924972
NAP1L4	1818897527	11	2965665	3013609
CARS	1818958299.5	11	3022150	3078669
OSBPL5	1819055355	11	3108344	3186586
MRGPRE	1819159218.5	11	3249039	3253618
ZNF195	1819298086.5	11	3379994	3400399
TSSC2	1819324089.5	11	3402189	3430210
RP13-726E6.2	1819460485.5	11	3502748	3602443
ART5	1819569499	11	3659731	3663487
ART1	1819583893.5	11	3666359	3685648
CHRNA10	1819597605.5	11	3686815	3692616
NUP98	1819665521	11	3696238	3819024
PGAP2	1819746536	11	3829689	3847603
STIM1	1819903575.5	11	3876930	4114441
RRM1	1820045962.5	11	4116037	4160108
OR52B4	1820296944.5	11	4388491	4389618
TRIM21	1820318419	11	4406130	4414928
OR52K1	1820418513.5	11	4510107	4511140
C11orf40	1820503741.5	11	4592651	4599052
OR52I2	1820516468	11	4608019	4609137
TRIM68	1820532585.5	11	4619900	4629491
OR51D1	1820569396.5	11	4660943	4662070
OR51E2	1820618126.5	11	4701399	4719074
OR51F1	1820698568	11	4790207	4791149
OR51S1	1820777860.5	11	4869425	4870516
OR51G2	1820844301	11	4935898	4936924
OR51A2	1820884362.5	11	4976000	4976945
MMP26	1820808969.5	11	4788498	5013661
OR52E2	1820988258.5	11	5079878	5080859
OR52A4	1821051954	11	5142383	5145745
OR52A1	1821097815.5	11	5172237	5207614
HBB	1821155387.5	11	5246692	5248303
HBD	1821162863	11	5254066	5255880
CTD-2643I7.1	1821174170.5	11	5265782	5266779
HBG1	1821178107.5	11	5269311	5271124
HBG2	1821378609.5	11	5274418	5667021
HBE1	1821316098	11	5289580	5526836
OR51B2	1821252951.5	11	5344539	5345584
OR51B6	1821281097	11	5372736	5373678
OR51Q1	1821351778.5	11	5443339	5444438
OR52D1	1821418337	11	5509913	5510981
UBQLN3	1821437762.5	11	5528528	5531217
OR52B6	1821510500.5	11	5602105	5603116
TRIM6	1821533924	11	5617884	5634184
TRIM6-TRIM34	1821549681.5	11	5617953	5665630
TRIM5	1821603430	11	5684785	5706295
TRIM22	1821629396	11	5710917	5732095
OR52N5	1821707270.5	11	5798862	5799899
OR52E6	1821770532.5	11	5862156	5863129
OR56A3	1821876970.5	11	5968568	5969593
OR56A1	1821956326	11	6047899	6048973
OR52B1P	1822081302	11	6173004	6173820
C11orf42	1822137469	11	6226794	6232364
FAM160A2	1822152148	11	6232573	6255943
CNGA4	1822170880.5	11	6260320	6265661
CCKBR	1822195051.5	11	6280964	6293359
PRKCDBP	1822248916.5	11	6340174	6341879
SMPD1	1822321833	11	6411659	6416227
APBB1	1822336217.5	11	6416353	6440302
HPX	1822365176.5	11	6452277	6462296
TRIM3	1822390656.5	11	6469842	6495691
ARFIP2	1822407616	11	6496908	6502544
TIMM10B	1822412183	11	6502675	6505911
DNHD1	1822463779	11	6518524	6593254
RRP8	1822528467.5	11	6616303	6624852
ILK	1822536463.5	11	6625044	6632103
TAF10	1822540875.5	11	6632071	6633900
TPP1	1822545236	11	6633998	6640694
DCHS1	1822567710.5	11	6642554	6677087
MRPL17	1822611212.5	11	6702011	6704634
GVINP1	1822659108.5	11	6734765	6767672
OR6A2	1822724332	11	6815754	6817130
OR10A4	1822806243	11	6897854	6898852
ZNF215	1822871251	11	6947652	6979070
ZNF214	1822938964	11	7020547	7041601
NLRP14	1822974998	11	7041675	7092541
RP11-324J3.1	1823156019	11	7244162	7252096
SYT9	1823289617	11	7273179	7490275
OLFML1	1823427550.5	11	7506711	7532610
PPFIBP2	1823512884	11	7534999	7674989
CYB5R2	1823598777	11	7686333	7695441
OVCH2	1823628082.5	11	7712442	7727943
OR5P2	1823725876	11	7817450	7818522
RP11-35J10.5	1823723224.5	11	7726173	7904496
NLRP10	1823890977.5	11	7980969	7985206
EIF3F	1823915493.5	11	7991796	8023411
RP11-236J17.3	1823943320.5	11	8032823	8038038
TUB	1824001809.5	11	8060178	8127661
RIC3	1824068406	11	8130494	8190538
LMO1	1824173518	11	8245849	8285407
STK33	1824363284.5	11	8413416	8497373
TRIM66	1824571390	11	8633585	8693415
RPL27A	1824615578.5	11	8703956	8711421
ST5	1824731588	11	8714896	8932500
AKIP1	1824845049	11	8932685	8941633
C11orf16	1824855969.5	11	8941621	8954538
ASCL3	1824869739.5	11	8959117	8964582
TMEM9B	1824885470.5	11	8968839	8986322
NRIP3	1824921749.5	11	9002121	9025598
SCUBE2	1824985678.5	11	9042429	9113148
DENND5A	1825131544.5	11	9160370	9286939
TMEM41B	1825227162.5	11	9302216	9336329
IPO7	1825345811	11	9406167	9469675
ZNF143	1825424181.5	11	9482510	9550073
WEE1	1825510881	11	9595226	9610756
SWAP70	1825637971	11	9685622	9774540
SBF2	1825965874	11	9800212	10315756
ADM	1826235656.5	11	10326629	10328904
AMPD3	1826408286.5	11	10472226	10528567
RNF141	1826455884.5	11	10533223	10562766
LYVE1	1826492265.5	11	10578511	10590240
MRVI1	1826562860.5	11	10594640	10715301
CTR9	1826694802	11	10772532	10801292
RP11-685M7.5	1826721906	11	10804858	10823174
EIF4G2	1826731948.5	11	10818595	10829522
ZBED5	1826784825.5	11	10874249	10879622
CTD-2003C8.2	1826827274.5	11	10918048	10920721
RP11-179A10.1	1827080169.5	11	11139399	11205160
GALNT18	1827375877.5	11	11292421	11643554
USP47	1827829810	11	11862968	11980872
DKK3	1827915531	11	11984651	12030631
MICAL2	1828116625	11	12132136	12285334
MICALCL	1828252459	11	12308445	12380693
PARVA	1828383430	11	12398730	12552350
TEAD1	1828773929	11	12766586	12965492
CTC-497E21.3	1828934561.5	11	13022635	13030708
CTC-497E21.5	1829024164	11	13076160	13156388
ARNTL	1829261969	11	13299343	13408815
BTBD10	1829355077.5	11	13409546	13484829
PTH	1829423474.5	11	13513600	13517569
FAR1	1829629945	11	13690215	13753895
RP11-98J9.1	1829746133	11	13806935	13869551
SPON1	1830044670	11	13983912	14289648
RP11-21L19.1	1830197704.5	11	14284390	14295239
RRAS2	1830248403	11	14300294	14380732
COPB1	1830408115	11	14479050	14521400
PSMA1	1830503776.5	11	14526608	14665165
PDE3B	1830686699.5	11	14665267	14892352
CYP2R1	1830814593	11	14899606	14913800
CALCA	1830899863.5	11	14990045	14993902
CALCB	1831007388	11	15095106	15103890
INSC	1831109252	11	15133968	15268756
RP11-531H8.1	1831501412.5	11	15574399	15612646
RP11-396O20.1	1831604062.5	11	15665429	15726916
RP11-396O20.2	1831659866.5	11	15723507	15780446
RP11-222N13.1	1831848636	11	15932501	15948991
SOX6	1832150855	11	15987993	16497937
C11orf58	1832676749	11	16759946	16777772
PLEKHA7	1832830385	11	16809029	17035961
RPS13	1833005525	11	17095934	17099336
PIK3C2A	1833057593.5	11	17108117	17191290
NUCB2	1833233925	11	17298310	17353760
NCR3LG1	1833293970.5	11	17373271	17398890
KCNJ11	1833316696	11	17407404	17410208
ABCC8	1833364302	11	17414430	17498394
USH1C	1833448756.5	11	17515877	17565856
OTOG	1833526095.5	11	17568918	17667493
RP11-358H18.3	1833625612	11	17716598	17718846
MYOD1	1833650286.5	11	17741113	17743680
KCNC1	1833688179	11	17756357	17804221
SERGEF	1833830042	11	17809593	18034711
TPH1	1833958881.5	11	18039109	18062874
SAAL1	1834022628.5	11	18101837	18127640
SAA3P	1834043739	11	18134017	18137681
MRGPRX3	1834059154.5	11	18142500	18160029
MRGPRX4	1834102995.5	11	18194382	18195829
RP11-113D6.10	1834140787	11	18230683	18235111
SAA4	1834163558	11	18252894	18258442
SAA2	1834176376	11	18266788	18270184
SAA1	1834197557.5	11	18287809	18291526
HPS5	1834230053.5	11	18300604	18343723
GTF2H1	1834274257	11	18344141	18388593
LDHA	1834331679	11	18417811	18429767
LDHC	1834361619.5	11	18433852	18473607
LDHAL6A	1834397179	11	18477429	18501149
TSG101	1834433208.5	11	18501856	18548781
UEVLD	1834488583	11	18551154	18610232
SPTY2D1-AS1	1834534458	11	18621332	18631804
SPTY2D1	1834549884	11	18627946	18656042
TMEM86A	1834631225	11	18720336	18726334
IGSF22	1834644679.5	11	18725850	18747729
PTPN5	1834689322	11	18749473	18813391
MRGPRX2	1834987005	11	19076000	19082230
ZDHHC13	1835076209	11	19138674	19197964
CSRP3	1835125743.5	11	19203585	19232122
RP11-428C19.4	1835168537.5	11	19218320	19302975
E2F8	1835162278.5	11	19245608	19263169
NAV2	1835845521.5	11	19735141	20140122
DBX1	1836087705	11	20177758	20181872
HTATIP2	1836303198.5	11	20385287	20405330
PRMT3	1836377827.5	11	20409074	20530801
SLC6A5	1836558778.5	11	20620944	20680833
NELL1	1837051951.5	11	20691116	21597007
ANO5	1838167702.5	11	22214720	22304905
SLC17A6	1838288236	11	22359641	22401051
CTD-2140G10.1	1838398289.5	11	22467232	22513567
GAS2	1838669271	11	22688159	22834603
SVIP	1838753833	11	22840473	22851413
RP11-266A24.1	1839113610	11	23186731	23224709
RP11-945A11.2	1839712400	11	23782874	23826146
RP11-945A11.1	1839693215	11	23752132	23818518
LUZP2	1840718577	11	24518722	25102652
RP11-405K6.1	1841684053	11	25756354	25795972
ANO3	1842426793	11	26352969	26684837
MUC15	1842492567.5	11	26580578	26588777
SLC5A12	1842623958.5	11	26688564	26743573
BBOX1	1843013821.5	11	27062507	27149356
RP11-1L12.3	1843070990	11	27084565	27241635
CCDC34	1843280628	11	27360059	27385417
LGR4	1843348790.5	11	27387506	27494295
LIN7C	1843430111.5	11	27516121	27528322
BDNF-AS	1843521766.5	11	27528397	27699356
LINC00678	1843555747	11	27639538	27656176
RP11-587D21.4	1843716417	11	27717857	27899197
KIF18A	1843993901	11	28042165	28129857
METTL15	1844150367.5	11	28129899	28355056
RP11-22P4.1	1844369011	11	28373652	28548590
RP11-960D24.1	1844610763	11	28700728	28705018
RP11-115J23.1	1844803180	11	28724160	29066420
RP11-466I1.1	1845142782	11	29181501	29288283
RP11-460B17.3	1845394523.5	11	29357423	29615844
CTD-3138F19.1	1845727248.5	11	29735454	29903263
RP11-624D11.2	1845993637.5	11	30065603	30105892
FSHB	1846162575.5	11	30252561	30256810
ARL14EP	1846260076	11	30344596	30359776
MPPED2	1846414824	11	30406038	30607830
RP5-1024C24.1	1846536756	11	30605675	30652057
DCDC1	1847053616	11	30900129	31391323
DNAJC24	1847330281.5	11	31391385	31453398
IMMP1L	1847400449	11	31453947	31531171
ELP4	1847576311.5	11	31531295	31805548
PAX6	1847730814.5	11	31806338	31839511
RCN1	1848027765.5	11	32112448	32127303
RP1-65P5.1	1848216002.5	11	32251268	32364957
WT1	1848341138.5	11	32409319	32457178
WT1-AS	1848376610	11	32457123	32480317
EIF3M	1848524479.5	11	32605369	32627810
CCDC73	1848627879.5	11	32623790	32816189
PRRG4	1848773469	11	32851487	32879671
QSER1	1848866158	11	32914722	33001814
DEPDC7	1848954159	11	33037408	33055130
TCP11L1	1848985926	11	33060961	33095111
CSTF3	1849052460.5	11	33106128	33183013
HIPK3	1849236741	11	33279131	33378571
KIAA1549L	1849537624.5	11	33563819	33695650
CD59	1849652005.5	11	33730244	33757987
FBXO3	1849687167	11	33762490	33796064
RP11-646J21.3	1849734640.5	11	33826312	33827189
RP11-646J21.2	1849747922	11	33836421	33843643
LMO2	1849804869	11	33880120	33913838
CAPRIN1	1850005856.5	11	34073228	34122705
NAT10	1850055693	11	34127147	34168459
ABTB2	1850183935	11	34172533	34379557
CAT	1850384930.5	11	34460470	34493611
ELF5	1850424734.5	11	34500341	34533348
RP4-594L9.2	1850474906	11	34554559	34579473
EHF	1850575327.5	11	34654009	34680866
APIP	1850828834	11	34903840	34938048
PDHX	1850885708.5	11	34938117	35017520
CD44	1851114041	11	35160726	35251576
SLC1A2	1851264664.5	11	35272751	35440798
PAMR1	1851408160.5	11	35453368	35547173
FJX1	1851548967	11	35639733	35642421
TRIM44	1851664954	11	35684351	35829777
AC090692.1	1851790139	11	35882202	35882296
LDLRAD3	1852017547	11	35965626	36253688
COMMD9	1852210905	11	36295049	36310981
PRR5L	1852350044.5	11	36397553	36486756
TRAF6	1852428089.5	11	36508575	36531824
RAG1	1852503330.5	11	36589573	36601308
C11orf74	1852563327	11	36616049	36694825
RP11-159D8.1	1853876072	11	37960149	37976215
AC027806.1	1855660296	11	39752357	39752455
RP11-124G5.3	1857546111.5	11	41540443	41736000
RP11-148I19.1	1858045653	11	42090123	42185403
CTD-2572N17.1	1858163693.5	11	42236343	42275264
HNRNPKP3	1859194876.5	11	43283052	43290921
API5	1859256766.5	11	43333537	43364216
TTC17	1859356377	11	43380489	43516485
MIR670	1859489144.5	11	43581204	43581305
HSD17B12	1859698099.5	11	43702257	43878162
ALKBH3	1859829965.5	11	43902387	43941764
C11orf96	1859863747.5	11	43946890	43964825
RP11-613D13.4	1859890556.5	11	43942624	44022709
ACCSL	1859983419	11	44069529	44081529
ACCS	1860004681	11	44087816	44105766
EXT2	1860100253	11	44117745	44266981
ALX4	1860214745	11	44281992	44331718
CD82	1860522417	11	44587139	44641915
TSPAN18	1860777864	11	44785974	44953974
TP53I11	1860870699	11	44953905	44971713
PRDM11	1861089123.5	11	45115562	45246905
SYT13	1861192751	11	45261850	45307872
RP11-958J22.1	1861445521.5	11	45511237	45564026
CHST1	1861586689.5	11	45670425	45687174
CTD-2210P24.1	1861663220	11	45744857	45765803
CTD-2210P24.4	1861701336	11	45792981	45793911
SLC35C1	1861738151.5	11	45825955	45834568
CTD-2210P24.6	1861748679.5	11	45834768	45846811
CRY2	1861794767.5	11	45868955	45904800
MAPK8IP1	1861825499	11	45907200	45928018
C11orf94	1861836349	11	45928083	45928835
PEX16	1861843190	11	45931218	45939382
GYLTL1B	1861854811.5	11	45943194	45950649
PHF21A	1861956686.5	11	45955030	46142563
CREB3L1	1862228982	11	46299210	46342974
DGKZ	1862292435.5	11	46366985	46402106
MDK	1862311717.5	11	46402304	46405351
AMBRA1	1862423329	11	46417962	46612916
HARBI1	1862539484	11	46624409	46638779
ATG13	1862574603	11	46639148	46694278
ARHGAP1	1862618279.5	11	46698628	46722151
ZNF408	1862632805	11	46722366	46727464
F2	1862658783	11	46740728	46761058
CKAP5	1862724079	11	46764596	46867782
LRP4	1862817186	11	46878417	46940175
C11orf49	1862978953.5	11	46958327	47183800
ARFGAP2	1863100132.5	11	47185850	47198635
PACSIN3	1863111151.5	11	47199089	47207434
DDB2	1863156520	11	47236491	47260769
ACP2	1863173545	11	47260851	47270459
NR1H3	1863192853	11	47279528	47290398
MADD	1863229293.5	11	47291223	47351584
MYBPC3	1863271495	11	47352955	47374255
SPI1	1863296093	11	47376462	47399944
SLC39A13	1863342003.5	11	47430178	47438049
PSMC3	1863352044	11	47440318	47447990
RAPSN	1863372909	11	47459306	47470732
CELF1	1863426595	11	47491868	47545542
PTPMT1	1863498127	11	47587151	47593323
KBTBD4	1863505063	11	47593777	47600569
NDUFS3	1863511228	11	47600560	47606116
FAM180B	1863517362	11	47608196	47610748
C1QTNF4	1863521603.5	11	47611214	47616213
MTCH2	1863559411.5	11	47638866	47664177
AGBL2	1863616917.5	11	47681141	47736914
FNBP4	1863671352.5	11	47738070	47788855
NUP160	1863742719	11	47799637	47870021
PTPRJ	1864003781.5	11	48002111	48189672
OR4B1	1864146719	11	48238342	48239316
OR4S1	1864236129.5	11	48327773	48328706
OR4A47	1864418690.5	11	48510267	48511334
TRIM49B	1864962931.5	11	49050502	49059581
TRIM64C	1864985855	11	49075264	49080666
FOLH1	1865107094.5	11	49168185	49230224
CTD-2026G22.1	1865302312	11	49387621	49401223
RP11-707M1.1	1865615060.5	11	49582368	49831973
OR4C13	1865882347	11	49973941	49974973
RP11-347H15.4	1866167414.5	11	50257748	50261301
RP11-574M7.1	1866201754.5	11	50266850	50320879
OR4C46	1867423636.5	11	51515280	51516213
TRIM48	1870942016.5	11	55029656	55038597
TRIM51HP	1870972185	11	55062880	55065710
OR4C15	1871230229	11	55321781	55322897
OR4P4	1871314193	11	55405832	55406774
RP11-674C21.9	1871360516.5	11	55451615	55453638
OR5D14	1871471394	11	55563030	55563978
OR5L2	1871503052.5	11	55594693	55595632
TRIM51	1871562919.5	11	55650771	55659288
OR5W2	1871589482	11	55681124	55682060
OR5F1	1871669519	11	55761155	55762103
OR8H2	1871780878	11	55872517	55873459
OR8K5	1871835221.5	11	55926868	55927795
OR5T3	1871928077	11	56019674	56020700
OR8K3	1871994142	11	56085781	56086723
OR8U1	1872051454.5	11	56143098	56144031
OR5M3	1872145379	11	56236962	56238016
OR5M10	1872252627.5	11	56344210	56345265
OR5AR1	1872339540.5	11	56431136	56432165
OR5G5P	1872486262	11	56569558	56587186
AP000479.1	1872538689	11	56616042	56645556
OR5AK2	1872664734.5	11	56756345	56757344
APLNR	1872910761	11	57001065	57004677
TNKS1BP1	1872986284.5	11	57067116	57089673
SSRP1	1873006295	11	57093457	57103353
P2RX3	1873029922	11	57105989	57138075
PRG3	1873054322.5	11	57144240	57148625
PRG2	1873064088.5	11	57154265	57158132
SLC43A3	1873092312.5	11	57174425	57194420
RTN4RL2	1873144404.5	11	57228020	57245009
SLC43A1	1873175523	11	57252005	57283261
TIMM10	1873204977	11	57295934	57298240
SMTNL1	1873221433.5	11	57308977	57318110
